img_name,label_text,x_diff,x_left,x_pixels,y_diff,y_pixels,y_top,label,x_right,y_btm,img_path,x_center,y_center,x_center_scaled,y_center_scaled,width_scaled,height_scaled
2703-2021_03_20_182451.jpg,car,23,411,640,16,360,123,1,434,139,LTAdatasets/2703/annotate/2703-2021_03_20_182451.jpg,422.5,131.0,0.66015625,0.3638888888888889,0.0359375,0.044444444444444446
2703-2021_03_20_182451.jpg,lorry_truck,21,260,640,23,360,130,2,281,153,LTAdatasets/2703/annotate/2703-2021_03_20_182451.jpg,270.5,141.5,0.42265625,0.39305555555555555,0.0328125,0.06388888888888888
2703-2021_03_20_182451.jpg,bus,21,237,640,19,360,130,5,258,149,LTAdatasets/2703/annotate/2703-2021_03_20_182451.jpg,247.5,139.5,0.38671875,0.3875,0.0328125,0.05277777777777778
2703-2021_03_20_182451.jpg,car,36,73,640,19,360,179,1,109,198,LTAdatasets/2703/annotate/2703-2021_03_20_182451.jpg,91.0,188.5,0.1421875,0.5236111111111111,0.05625,0.05277777777777778
2703-2021_03_20_182451.jpg,lorry_truck,14,375,640,18,360,101,2,389,119,LTAdatasets/2703/annotate/2703-2021_03_20_182451.jpg,382.0,110.0,0.596875,0.3055555555555556,0.021875,0.05
2703-2021_03_20_095205.jpg,van,31,350,640,28,360,156,3,381,184,LTAdatasets/2703/annotate/2703-2021_03_20_095205.jpg,365.5,170.0,0.57109375,0.4722222222222222,0.0484375,0.07777777777777778
2703-2021_03_20_095205.jpg,car,26,221,640,16,360,159,1,247,175,LTAdatasets/2703/annotate/2703-2021_03_20_095205.jpg,234.0,167.0,0.365625,0.4638888888888889,0.040625,0.044444444444444446
2703-2021_03_20_095205.jpg,car,41,138,640,28,360,199,1,179,227,LTAdatasets/2703/annotate/2703-2021_03_20_095205.jpg,158.5,213.0,0.24765625,0.5916666666666667,0.0640625,0.07777777777777778
2703-2021_03_20_095205.jpg,bike,23,528,640,24,360,158,4,551,182,LTAdatasets/2703/annotate/2703-2021_03_20_095205.jpg,539.5,170.0,0.84296875,0.4722222222222222,0.0359375,0.06666666666666667
2703-2021_03_20_095205.jpg,car,26,483,640,23,360,131,1,509,154,LTAdatasets/2703/annotate/2703-2021_03_20_095205.jpg,496.0,142.5,0.775,0.3958333333333333,0.040625,0.06388888888888888
2703-2021_03_20_095205.jpg,car,21,426,640,15,360,109,1,447,124,LTAdatasets/2703/annotate/2703-2021_03_20_095205.jpg,436.5,116.5,0.68203125,0.3236111111111111,0.0328125,0.041666666666666664
2703-2021_03_20_095205.jpg,car,21,339,640,15,360,124,1,360,139,LTAdatasets/2703/annotate/2703-2021_03_20_095205.jpg,349.5,131.5,0.54609375,0.36527777777777776,0.0328125,0.041666666666666664
2703-2021_03_20_095205.jpg,lorry_truck,15,374,640,20,360,118,2,389,138,LTAdatasets/2703/annotate/2703-2021_03_20_095205.jpg,381.5,128.0,0.59609375,0.35555555555555557,0.0234375,0.05555555555555555
2703-2021_03_20_095205.jpg,lorry_truck,47,128,640,22,360,141,2,175,163,LTAdatasets/2703/annotate/2703-2021_03_20_095205.jpg,151.5,152.0,0.23671875,0.4222222222222222,0.0734375,0.06111111111111111
2703-2021_03_20_095205.jpg,lorry_truck,42,28,640,24,360,187,2,70,211,LTAdatasets/2703/annotate/2703-2021_03_20_095205.jpg,49.0,199.0,0.0765625,0.5527777777777778,0.065625,0.06666666666666667
2703-2021_03_20_084001.jpg,car,43,173,640,21,360,187,1,216,208,LTAdatasets/2703/annotate/2703-2021_03_20_084001.jpg,194.5,197.5,0.30390625,0.5486111111111112,0.0671875,0.058333333333333334
2703-2021_03_20_084001.jpg,car,19,371,640,16,360,141,1,390,157,LTAdatasets/2703/annotate/2703-2021_03_20_084001.jpg,380.5,149.0,0.59453125,0.41388888888888886,0.0296875,0.044444444444444446
2703-2021_03_20_084001.jpg,car,43,575,640,41,360,198,1,618,239,LTAdatasets/2703/annotate/2703-2021_03_20_084001.jpg,596.5,218.5,0.93203125,0.6069444444444444,0.0671875,0.11388888888888889
2703-2021_03_20_195736.jpg,bike,21,501,640,17,360,145,4,522,162,LTAdatasets/2703/annotate/2703-2021_03_20_195736.jpg,511.5,153.5,0.79921875,0.4263888888888889,0.0328125,0.04722222222222222
2703-2021_03_20_195736.jpg,car,25,442,640,22,360,128,1,467,150,LTAdatasets/2703/annotate/2703-2021_03_20_195736.jpg,454.5,139.0,0.71015625,0.3861111111111111,0.0390625,0.06111111111111111
2703-2021_03_20_195736.jpg,lorry_truck,19,372,640,25,360,106,2,391,131,LTAdatasets/2703/annotate/2703-2021_03_20_195736.jpg,381.5,118.5,0.59609375,0.32916666666666666,0.0296875,0.06944444444444445
2703-2021_03_20_204018.jpg,bus,59,579,640,100,360,155,5,638,255,LTAdatasets/2703/annotate/2703-2021_03_20_204018.jpg,608.5,205.0,0.95078125,0.5694444444444444,0.0921875,0.2777777777777778
2703-2021_03_20_204018.jpg,car,45,525,640,38,360,208,1,570,246,LTAdatasets/2703/annotate/2703-2021_03_20_204018.jpg,547.5,227.0,0.85546875,0.6305555555555555,0.0703125,0.10555555555555556
2703-2021_03_20_204018.jpg,car,26,455,640,27,360,156,1,481,183,LTAdatasets/2703/annotate/2703-2021_03_20_204018.jpg,468.0,169.5,0.73125,0.4708333333333333,0.040625,0.075
2703-2021_03_20_204018.jpg,car,33,30,640,17,360,199,1,63,216,LTAdatasets/2703/annotate/2703-2021_03_20_204018.jpg,46.5,207.5,0.07265625,0.5763888888888888,0.0515625,0.04722222222222222
2703-2021_03_20_202217.jpg,bike,9,190,640,17,360,137,4,199,154,LTAdatasets/2703/annotate/2703-2021_03_20_202217.jpg,194.5,145.5,0.30390625,0.4041666666666667,0.0140625,0.04722222222222222
2703-2021_03_20_094024.jpg,van,33,442,640,32,360,160,3,475,192,LTAdatasets/2703/annotate/2703-2021_03_20_094024.jpg,458.5,176.0,0.71640625,0.4888888888888889,0.0515625,0.08888888888888889
2703-2021_03_20_094024.jpg,car,19,436,640,18,360,140,1,455,158,LTAdatasets/2703/annotate/2703-2021_03_20_094024.jpg,445.5,149.0,0.69609375,0.41388888888888886,0.0296875,0.05
2703-2021_03_20_094024.jpg,car,29,196,640,21,360,171,1,225,192,LTAdatasets/2703/annotate/2703-2021_03_20_094024.jpg,210.5,181.5,0.32890625,0.5041666666666667,0.0453125,0.058333333333333334
2703-2021_03_20_094024.jpg,bike,20,57,640,21,360,184,4,77,205,LTAdatasets/2703/annotate/2703-2021_03_20_094024.jpg,67.0,194.5,0.1046875,0.5402777777777777,0.03125,0.058333333333333334
2703-2021_03_20_094024.jpg,car,36,281,640,55,360,210,1,317,265,LTAdatasets/2703/annotate/2703-2021_03_20_094024.jpg,299.0,237.5,0.4671875,0.6597222222222222,0.05625,0.1527777777777778
2703-2021_03_20_094024.jpg,lorry_truck,38,602,640,66,360,203,2,640,269,LTAdatasets/2703/annotate/2703-2021_03_20_094024.jpg,621.0,236.0,0.9703125,0.6555555555555556,0.059375,0.18333333333333332
2703-2021_03_20_094024.jpg,car,20,452,640,19,360,130,1,472,149,LTAdatasets/2703/annotate/2703-2021_03_20_094024.jpg,462.0,139.5,0.721875,0.3875,0.03125,0.05277777777777778
2703-2021_03_20_094024.jpg,car,18,367,640,20,360,131,1,385,151,LTAdatasets/2703/annotate/2703-2021_03_20_094024.jpg,376.0,141.0,0.5875,0.39166666666666666,0.028125,0.05555555555555555
2703-2021_03_20_094024.jpg,car,20,463,640,18,360,118,1,483,136,LTAdatasets/2703/annotate/2703-2021_03_20_094024.jpg,473.0,127.0,0.7390625,0.3527777777777778,0.03125,0.05
2703-2021_03_20_094024.jpg,van,33,111,640,20,360,157,3,144,177,LTAdatasets/2703/annotate/2703-2021_03_20_094024.jpg,127.5,167.0,0.19921875,0.4638888888888889,0.0515625,0.05555555555555555
2703-2021_03_20_094024.jpg,lorry_truck,43,221,640,22,360,104,2,264,126,LTAdatasets/2703/annotate/2703-2021_03_20_094024.jpg,242.5,115.0,0.37890625,0.3194444444444444,0.0671875,0.06111111111111111
2703-2021_03_20_094024.jpg,car,20,432,640,17,360,115,1,452,132,LTAdatasets/2703/annotate/2703-2021_03_20_094024.jpg,442.0,123.5,0.690625,0.34305555555555556,0.03125,0.04722222222222222
2703-2021_03_20_090102.jpg,car,28,435,640,20,360,148,1,463,168,LTAdatasets/2703/annotate/2703-2021_03_20_090102.jpg,449.0,158.0,0.7015625,0.4388888888888889,0.04375,0.05555555555555555
2703-2021_03_20_090102.jpg,car,23,472,640,16,360,150,1,495,166,LTAdatasets/2703/annotate/2703-2021_03_20_090102.jpg,483.5,158.0,0.75546875,0.4388888888888889,0.0359375,0.044444444444444446
2703-2021_03_20_090102.jpg,car,48,537,640,55,360,208,1,585,263,LTAdatasets/2703/annotate/2703-2021_03_20_090102.jpg,561.0,235.5,0.8765625,0.6541666666666667,0.075,0.1527777777777778
2703-2021_03_20_090102.jpg,car,24,318,640,31,360,170,1,342,201,LTAdatasets/2703/annotate/2703-2021_03_20_090102.jpg,330.0,185.5,0.515625,0.5152777777777777,0.0375,0.08611111111111111
2703-2021_03_20_090102.jpg,lorry_truck,34,361,640,50,360,135,2,395,185,LTAdatasets/2703/annotate/2703-2021_03_20_090102.jpg,378.0,160.0,0.590625,0.4444444444444444,0.053125,0.1388888888888889
2703-2021_03_20_090102.jpg,car,22,330,640,22,360,138,1,352,160,LTAdatasets/2703/annotate/2703-2021_03_20_090102.jpg,341.0,149.0,0.5328125,0.41388888888888886,0.034375,0.06111111111111111
2703-2021_03_20_090102.jpg,car,16,440,640,12,360,122,1,456,134,LTAdatasets/2703/annotate/2703-2021_03_20_090102.jpg,448.0,128.0,0.7,0.35555555555555557,0.025,0.03333333333333333
2703-2021_03_20_194315.jpg,car,29,180,640,26,360,181,1,209,207,LTAdatasets/2703/annotate/2703-2021_03_20_194315.jpg,194.5,194.0,0.30390625,0.5388888888888889,0.0453125,0.07222222222222222
2703-2021_03_20_194315.jpg,car,25,209,640,16,360,153,1,234,169,LTAdatasets/2703/annotate/2703-2021_03_20_194315.jpg,221.5,161.0,0.34609375,0.44722222222222224,0.0390625,0.044444444444444446
2703-2021_03_20_194315.jpg,car,23,254,640,25,360,161,1,277,186,LTAdatasets/2703/annotate/2703-2021_03_20_194315.jpg,265.5,173.5,0.41484375,0.48194444444444445,0.0359375,0.06944444444444445
2703-2021_03_20_194315.jpg,car,21,255,640,15,360,143,1,276,158,LTAdatasets/2703/annotate/2703-2021_03_20_194315.jpg,265.5,150.5,0.41484375,0.41805555555555557,0.0328125,0.041666666666666664
2703-2021_03_20_194315.jpg,bike,15,524,640,27,360,175,4,539,202,LTAdatasets/2703/annotate/2703-2021_03_20_194315.jpg,531.5,188.5,0.83046875,0.5236111111111111,0.0234375,0.075
2703-2021_03_20_194315.jpg,bike,15,481,640,20,360,157,4,496,177,LTAdatasets/2703/annotate/2703-2021_03_20_194315.jpg,488.5,167.0,0.76328125,0.4638888888888889,0.0234375,0.05555555555555555
2703-2021_03_20_194315.jpg,lorry_truck,32,487,640,23,360,137,2,519,160,LTAdatasets/2703/annotate/2703-2021_03_20_194315.jpg,503.0,148.5,0.7859375,0.4125,0.05,0.06388888888888888
2703-2021_03_20_194315.jpg,lorry_truck,38,293,640,48,360,189,2,331,237,LTAdatasets/2703/annotate/2703-2021_03_20_194315.jpg,312.0,213.0,0.4875,0.5916666666666667,0.059375,0.13333333333333333
2703-2021_03_20_194315.jpg,car,69,528,640,83,360,277,1,597,360,LTAdatasets/2703/annotate/2703-2021_03_20_194315.jpg,562.5,318.5,0.87890625,0.8847222222222222,0.1078125,0.23055555555555557
2703-2021_03_20_194315.jpg,lorry_truck,47,69,640,25,360,167,2,116,192,LTAdatasets/2703/annotate/2703-2021_03_20_194315.jpg,92.5,179.5,0.14453125,0.4986111111111111,0.0734375,0.06944444444444445
2703-2021_03_20_185453.jpg,car,25,462,640,20,360,144,1,487,164,LTAdatasets/2703/annotate/2703-2021_03_20_185453.jpg,474.5,154.0,0.74140625,0.42777777777777776,0.0390625,0.05555555555555555
2703-2021_03_20_185453.jpg,car,26,202,640,22,360,172,1,228,194,LTAdatasets/2703/annotate/2703-2021_03_20_185453.jpg,215.0,183.0,0.3359375,0.5083333333333333,0.040625,0.06111111111111111
2703-2021_03_20_185453.jpg,car,58,128,640,38,360,241,1,186,279,LTAdatasets/2703/annotate/2703-2021_03_20_185453.jpg,157.0,260.0,0.2453125,0.7222222222222222,0.090625,0.10555555555555556
2703-2021_03_20_185453.jpg,car,43,596,640,82,360,267,1,639,349,LTAdatasets/2703/annotate/2703-2021_03_20_185453.jpg,617.5,308.0,0.96484375,0.8555555555555555,0.0671875,0.22777777777777777
2703-2021_03_20_185453.jpg,car,50,0,640,51,360,293,1,50,344,LTAdatasets/2703/annotate/2703-2021_03_20_185453.jpg,25.0,318.5,0.0390625,0.8847222222222222,0.078125,0.14166666666666666
2703-2021_03_20_185453.jpg,car,27,254,640,24,360,157,1,281,181,LTAdatasets/2703/annotate/2703-2021_03_20_185453.jpg,267.5,169.0,0.41796875,0.46944444444444444,0.0421875,0.06666666666666667
2703-2021_03_20_185453.jpg,bike,11,255,640,16,360,136,4,266,152,LTAdatasets/2703/annotate/2703-2021_03_20_185453.jpg,260.5,144.0,0.40703125,0.4,0.0171875,0.044444444444444446
2703-2021_03_20_185453.jpg,car,23,444,640,19,360,126,1,467,145,LTAdatasets/2703/annotate/2703-2021_03_20_185453.jpg,455.5,135.5,0.71171875,0.3763888888888889,0.0359375,0.05277777777777778
2703-2021_03_20_185453.jpg,car,20,476,640,20,360,125,1,496,145,LTAdatasets/2703/annotate/2703-2021_03_20_185453.jpg,486.0,135.0,0.759375,0.375,0.03125,0.05555555555555555
2703-2021_03_20_202758.jpg,car,50,53,640,42,360,258,1,103,300,LTAdatasets/2703/annotate/2703-2021_03_20_202758.jpg,78.0,279.0,0.121875,0.775,0.078125,0.11666666666666667
2703-2021_03_20_202758.jpg,car,75,37,640,48,360,301,1,112,349,LTAdatasets/2703/annotate/2703-2021_03_20_202758.jpg,74.5,325.0,0.11640625,0.9027777777777778,0.1171875,0.13333333333333333
2703-2021_03_20_202758.jpg,car,36,528,640,29,360,176,1,564,205,LTAdatasets/2703/annotate/2703-2021_03_20_202758.jpg,546.0,190.5,0.853125,0.5291666666666667,0.05625,0.08055555555555556
2703-2021_03_20_202758.jpg,bike,13,484,640,19,360,149,4,497,168,LTAdatasets/2703/annotate/2703-2021_03_20_202758.jpg,490.5,158.5,0.76640625,0.44027777777777777,0.0203125,0.05277777777777778
2703-2021_03_20_202758.jpg,bike,22,366,640,23,360,135,4,388,158,LTAdatasets/2703/annotate/2703-2021_03_20_202758.jpg,377.0,146.5,0.5890625,0.40694444444444444,0.034375,0.06388888888888888
2703-2021_03_20_202758.jpg,lorry_truck,24,260,640,15,360,133,2,284,148,LTAdatasets/2703/annotate/2703-2021_03_20_202758.jpg,272.0,140.5,0.425,0.3902777777777778,0.0375,0.041666666666666664
2703-2021_03_20_202758.jpg,bike,18,286,640,12,360,136,4,304,148,LTAdatasets/2703/annotate/2703-2021_03_20_202758.jpg,295.0,142.0,0.4609375,0.39444444444444443,0.028125,0.03333333333333333
2703-2021_03_20_202758.jpg,car,25,4,640,25,360,207,1,29,232,LTAdatasets/2703/annotate/2703-2021_03_20_202758.jpg,16.5,219.5,0.02578125,0.6097222222222223,0.0390625,0.06944444444444445
2703-2021_03_20_090702.jpg,bus,73,154,640,47,360,137,5,227,184,LTAdatasets/2703/annotate/2703-2021_03_20_090702.jpg,190.5,160.5,0.29765625,0.44583333333333336,0.1140625,0.13055555555555556
2703-2021_03_20_090702.jpg,car,27,498,640,21,360,142,1,525,163,LTAdatasets/2703/annotate/2703-2021_03_20_090702.jpg,511.5,152.5,0.79921875,0.4236111111111111,0.0421875,0.058333333333333334
2703-2021_03_20_090702.jpg,car,18,349,640,17,360,123,1,367,140,LTAdatasets/2703/annotate/2703-2021_03_20_090702.jpg,358.0,131.5,0.559375,0.36527777777777776,0.028125,0.04722222222222222
2703-2021_03_20_090702.jpg,lorry_truck,26,246,640,20,360,117,2,272,137,LTAdatasets/2703/annotate/2703-2021_03_20_090702.jpg,259.0,127.0,0.4046875,0.3527777777777778,0.040625,0.05555555555555555
2703-2021_03_20_090702.jpg,car,16,376,640,10,360,108,1,392,118,LTAdatasets/2703/annotate/2703-2021_03_20_090702.jpg,384.0,113.0,0.6,0.3138888888888889,0.025,0.027777777777777776
2703-2021_03_20_090702.jpg,lorry_truck,37,63,640,18,360,176,2,100,194,LTAdatasets/2703/annotate/2703-2021_03_20_090702.jpg,81.5,185.0,0.12734375,0.5138888888888888,0.0578125,0.05
2703-2021_03_20_084601.jpg,car,49,536,640,41,360,215,1,585,256,LTAdatasets/2703/annotate/2703-2021_03_20_084601.jpg,560.5,235.5,0.87578125,0.6541666666666667,0.0765625,0.11388888888888889
2703-2021_03_20_084601.jpg,lorry_truck,17,433,640,16,360,93,2,450,109,LTAdatasets/2703/annotate/2703-2021_03_20_084601.jpg,441.5,101.0,0.68984375,0.28055555555555556,0.0265625,0.044444444444444446
2703-2021_03_20_084601.jpg,car,29,246,640,24,360,159,1,275,183,LTAdatasets/2703/annotate/2703-2021_03_20_084601.jpg,260.5,171.0,0.40703125,0.475,0.0453125,0.06666666666666667
2703-2021_03_20_084601.jpg,lorry_truck,50,112,640,35,360,185,2,162,220,LTAdatasets/2703/annotate/2703-2021_03_20_084601.jpg,137.0,202.5,0.2140625,0.5625,0.078125,0.09722222222222222
2703-2021_03_20_084601.jpg,car,19,294,640,12,360,125,1,313,137,LTAdatasets/2703/annotate/2703-2021_03_20_084601.jpg,303.5,131.0,0.47421875,0.3638888888888889,0.0296875,0.03333333333333333
2703-2021_03_20_084601.jpg,car,23,210,640,9,360,128,1,233,137,LTAdatasets/2703/annotate/2703-2021_03_20_084601.jpg,221.5,132.5,0.34609375,0.3680555555555556,0.0359375,0.025
2703-2021_03_20_084301.jpg,car,43,504,640,34,360,182,1,547,216,LTAdatasets/2703/annotate/2703-2021_03_20_084301.jpg,525.5,199.0,0.82109375,0.5527777777777778,0.0671875,0.09444444444444444
2703-2021_03_20_084301.jpg,lorry_truck,31,492,640,17,360,137,2,523,154,LTAdatasets/2703/annotate/2703-2021_03_20_084301.jpg,507.5,145.5,0.79296875,0.4041666666666667,0.0484375,0.04722222222222222
2703-2021_03_20_084301.jpg,car,44,572,640,44,360,185,1,616,229,LTAdatasets/2703/annotate/2703-2021_03_20_084301.jpg,594.0,207.0,0.928125,0.575,0.06875,0.12222222222222222
2703-2021_03_20_084301.jpg,car,30,453,640,34,360,172,1,483,206,LTAdatasets/2703/annotate/2703-2021_03_20_084301.jpg,468.0,189.0,0.73125,0.525,0.046875,0.09444444444444444
2703-2021_03_20_084301.jpg,car,32,296,640,41,360,192,1,328,233,LTAdatasets/2703/annotate/2703-2021_03_20_084301.jpg,312.0,212.5,0.4875,0.5902777777777778,0.05,0.11388888888888889
2703-2021_03_20_084301.jpg,lorry_truck,29,219,640,21,360,138,2,248,159,LTAdatasets/2703/annotate/2703-2021_03_20_084301.jpg,233.5,148.5,0.36484375,0.4125,0.0453125,0.058333333333333334
2703-2021_03_20_084301.jpg,lorry_truck,24,268,640,17,360,113,2,292,130,LTAdatasets/2703/annotate/2703-2021_03_20_084301.jpg,280.0,121.5,0.4375,0.3375,0.0375,0.04722222222222222
2703-2021_03_20_084301.jpg,car,22,441,640,16,360,128,1,463,144,LTAdatasets/2703/annotate/2703-2021_03_20_084301.jpg,452.0,136.0,0.70625,0.37777777777777777,0.034375,0.044444444444444446
2703-2021_03_20_084301.jpg,van,13,465,640,19,360,115,3,478,134,LTAdatasets/2703/annotate/2703-2021_03_20_084301.jpg,471.5,124.5,0.73671875,0.3458333333333333,0.0203125,0.05277777777777778
2703-2021_03_20_084301.jpg,car,33,25,640,20,360,197,1,58,217,LTAdatasets/2703/annotate/2703-2021_03_20_084301.jpg,41.5,207.0,0.06484375,0.575,0.0515625,0.05555555555555555
2703-2021_03_20_084301.jpg,car,18,410,640,17,360,119,1,428,136,LTAdatasets/2703/annotate/2703-2021_03_20_084301.jpg,419.0,127.5,0.6546875,0.3541666666666667,0.028125,0.04722222222222222
2703-2021_03_20_182151.jpg,car,30,234,640,20,360,150,1,264,170,LTAdatasets/2703/annotate/2703-2021_03_20_182151.jpg,249.0,160.0,0.3890625,0.4444444444444444,0.046875,0.05555555555555555
2703-2021_03_20_182151.jpg,car,19,325,640,29,360,158,1,344,187,LTAdatasets/2703/annotate/2703-2021_03_20_182151.jpg,334.5,172.5,0.52265625,0.4791666666666667,0.0296875,0.08055555555555556
2703-2021_03_20_182151.jpg,van,31,263,640,19,360,148,3,294,167,LTAdatasets/2703/annotate/2703-2021_03_20_182151.jpg,278.5,157.5,0.43515625,0.4375,0.0484375,0.05277777777777778
2703-2021_03_20_182151.jpg,van,26,466,640,23,360,135,3,492,158,LTAdatasets/2703/annotate/2703-2021_03_20_182151.jpg,479.0,146.5,0.7484375,0.40694444444444444,0.040625,0.06388888888888888
2703-2021_03_20_182151.jpg,car,45,270,640,54,360,234,1,315,288,LTAdatasets/2703/annotate/2703-2021_03_20_182151.jpg,292.5,261.0,0.45703125,0.725,0.0703125,0.15
2703-2021_03_20_182151.jpg,van,21,260,640,21,360,126,3,281,147,LTAdatasets/2703/annotate/2703-2021_03_20_182151.jpg,270.5,136.5,0.42265625,0.37916666666666665,0.0328125,0.058333333333333334
2703-2021_03_20_182151.jpg,car,32,506,640,31,360,176,1,538,207,LTAdatasets/2703/annotate/2703-2021_03_20_182151.jpg,522.0,191.5,0.815625,0.5319444444444444,0.05,0.08611111111111111
2703-2021_03_20_182151.jpg,car,40,346,640,50,360,209,1,386,259,LTAdatasets/2703/annotate/2703-2021_03_20_182151.jpg,366.0,234.0,0.571875,0.65,0.0625,0.1388888888888889
2703-2021_03_20_182151.jpg,car,25,203,640,18,360,152,1,228,170,LTAdatasets/2703/annotate/2703-2021_03_20_182151.jpg,215.5,161.0,0.33671875,0.44722222222222224,0.0390625,0.05
2703-2021_03_20_182151.jpg,bike,19,178,640,24,360,189,4,197,213,LTAdatasets/2703/annotate/2703-2021_03_20_182151.jpg,187.5,201.0,0.29296875,0.5583333333333333,0.0296875,0.06666666666666667
2703-2021_03_20_182151.jpg,car,19,341,640,19,360,129,1,360,148,LTAdatasets/2703/annotate/2703-2021_03_20_182151.jpg,350.5,138.5,0.54765625,0.38472222222222224,0.0296875,0.05277777777777778
2703-2021_03_20_182151.jpg,car,15,376,640,15,360,117,1,391,132,LTAdatasets/2703/annotate/2703-2021_03_20_182151.jpg,383.5,124.5,0.59921875,0.3458333333333333,0.0234375,0.041666666666666664
2703-2021_03_20_182151.jpg,car,41,33,640,18,360,198,1,74,216,LTAdatasets/2703/annotate/2703-2021_03_20_182151.jpg,53.5,207.0,0.08359375,0.575,0.0640625,0.05
2703-2021_03_20_182151.jpg,car,20,469,640,15,360,123,1,489,138,LTAdatasets/2703/annotate/2703-2021_03_20_182151.jpg,479.0,130.5,0.7484375,0.3625,0.03125,0.041666666666666664
2703-2021_03_20_092543.jpg,car,21,278,640,12,360,124,1,299,136,LTAdatasets/2703/annotate/2703-2021_03_20_092543.jpg,288.5,130.0,0.45078125,0.3611111111111111,0.0328125,0.03333333333333333
2703-2021_03_20_092543.jpg,car,24,372,640,31,360,111,1,396,142,LTAdatasets/2703/annotate/2703-2021_03_20_092543.jpg,384.0,126.5,0.6,0.35138888888888886,0.0375,0.08611111111111111
2703-2021_03_20_092543.jpg,car,19,400,640,11,360,106,1,419,117,LTAdatasets/2703/annotate/2703-2021_03_20_092543.jpg,409.5,111.5,0.63984375,0.30972222222222223,0.0296875,0.030555555555555555
2703-2021_03_20_092543.jpg,bike,14,447,640,26,360,148,4,461,174,LTAdatasets/2703/annotate/2703-2021_03_20_092543.jpg,454.0,161.0,0.709375,0.44722222222222224,0.021875,0.07222222222222222
2703-2021_03_20_092543.jpg,car,42,538,640,37,360,171,1,580,208,LTAdatasets/2703/annotate/2703-2021_03_20_092543.jpg,559.0,189.5,0.8734375,0.5263888888888889,0.065625,0.10277777777777777
2703-2021_03_20_092543.jpg,car,39,196,640,31,360,189,1,235,220,LTAdatasets/2703/annotate/2703-2021_03_20_092543.jpg,215.5,204.5,0.33671875,0.5680555555555555,0.0609375,0.08611111111111111
2703-2021_03_20_092543.jpg,bike,19,234,640,19,360,140,4,253,159,LTAdatasets/2703/annotate/2703-2021_03_20_092543.jpg,243.5,149.5,0.38046875,0.4152777777777778,0.0296875,0.05277777777777778
